fetched_at,object_id,data_objectID,data_isHighlight,data_accessionNumber,data_accessionYear,data_isPublicDomain,data_primaryImage,data_primaryImageSmall,data_additionalImages,data_constituents,data_department,data_objectName,data_title,data_culture,data_period,data_dynasty,data_reign,data_portfolio,data_artistRole,data_artistPrefix,data_artistDisplayName,data_artistDisplayBio,data_artistSuffix,data_artistAlphaSort,data_artistNationality,data_artistBeginDate,data_artistEndDate,data_artistGender,data_artistWikidata_URL,data_artistULAN_URL,data_objectDate,data_objectBeginDate,data_objectEndDate,data_medium,data_dimensions,data_measurements,data_creditLine,data_geographyType,data_city,data_state,data_county,data_country,data_region,data_subregion,data_locale,data_locus,data_excavation,data_river,data_classification,data_rightsAndReproduction,data_linkResource,data_metadataDate,data_repository,data_objectURL,data_tags,data_objectWikidata_URL,data_isTimelineWork,data_GalleryNumber
2025-09-09 12:38:18.723,435896,435896,True,49.7.19,1949,True,https://images.metmuseum.org/CRDImages/ep/original/DT26.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT26.jpg,"['https://images.metmuseum.org/CRDImages/ep/original/LC-49_7_19_IRR.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-49_7_19_Photomicro_eye.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-49_7_19_Suppl_4.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-49_7_19_Xray.jpg']","[{'constituentID': 161771, 'role': 'Artist', 'name': 'Petrus Christus', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500032549', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q312616', 'gender': ''}]",European Paintings,Painting,Portrait of a Carthusian,,,,,,Artist,,Petrus Christus,"Netherlandish, Baarle-Hertog (Baerle-Duc), active by 1444–died 1475/76 Bruges",,"Christus, Petrus",Netherlandish,1444,1476,,https://www.wikidata.org/wiki/Q312616,http://vocab.getty.edu/page/ulan/500032549,1446,1446,1446,Oil on wood,Overall 11 1/2 x 8 1/2 in. (29.2 x 21.6 cm); painted surface 11 1/2 x 7 3/8 in. (29.2 x 18.7 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 29.2, 'Width': 21.6}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 5.08001, 'Height': 36.195072, 'Width': 26.035051}}]","The Jules Bache Collection, 1949",,,,,,,,,,,,Paintings,,,2025-06-19T04:50:33.487Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/435896,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}, {'term': 'Monks', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025765', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q733786'}]",https://www.wikidata.org/wiki/Q7232319,True,605
2025-09-09 12:38:20.711,437394,437394,True,61.198,1961,True,https://images.metmuseum.org/CRDImages/ep/original/DP-30758-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-30758-001.jpg,[],"[{'constituentID': 162297, 'role': 'Artist', 'name': 'Rembrandt (Rembrandt van Rijn)', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500011051', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q5598', 'gender': ''}]",European Paintings,Painting,Aristotle with a Bust of Homer,,,,,,Artist,,Rembrandt (Rembrandt van Rijn),"Dutch, Leiden 1606–1669 Amsterdam",,Rembrandt (Rembrandt van Rijn),Dutch,1606,1669,,https://www.wikidata.org/wiki/Q5598,http://vocab.getty.edu/page/ulan/500011051,1653,1653,1653,Oil on canvas,56 1/2 x 53 3/4 in. (143.5 x 136.5 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 143.5, 'Width': 136.5}}, {'elementName': 'Other', 'elementDescription': 'Picture + Frame (F.61.198)', 'elementMeasurements': {'Weight': 65.31797}}]","Purchase, special contributions and funds given or bequeathed by friends of the Museum, 1961",,,,,,,,,,,,Paintings,,,2025-06-21T04:50:46.59Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/437394,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}]",https://www.wikidata.org/wiki/Q2404992,True,616
2025-09-09 12:38:33.212,437610,437610,False,1982.60.9,1982,True,https://images.metmuseum.org/CRDImages/ep/original/DP-19632-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-19632-001.jpg,"['https://images.metmuseum.org/CRDImages/ep/original/LC-1982_60_9-2.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-1982_60_9-3.jpg']","[{'constituentID': 162380, 'role': 'Artist', 'name': 'Andrea del Sarto (Andrea d&#39;Agnolo)', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500025314', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q5571', 'gender': ''}]",European Paintings,Painting,Portrait of a Man,,,,,,Artist,,Andrea del Sarto (Andrea d'Agnolo),"Italian, Florence 1486–1530 Florence",,"Sarto, Andrea del (Andrea d'Agnolo)",Italian,1486,1530,,https://www.wikidata.org/wiki/Q5571,http://vocab.getty.edu/page/ulan/500025314,1528–29,1528,1529,"Oil on canvas, transferred from wood",26 1/4 x 19 7/8 in. (66.7 x 50.5 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 66.7, 'Width': 50.5}}]","The Jack and Belle Linsky Collection, 1982",,,,,,,,,,,,Paintings,,,2025-06-27T04:50:31.807Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/437610,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}]",https://www.wikidata.org/wiki/Q19912405,False,612
2025-09-09 12:38:34.573,436101,436101,True,49.7.21,1949,True,https://images.metmuseum.org/CRDImages/ep/original/DP-14936-023.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14936-023.jpg,"['https://images.metmuseum.org/CRDImages/ep/original/LC-49_7_21-IRR.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-49_7_21_Xray.jpg']","[{'constituentID': 161810, 'role': 'Artist', 'name': 'Gerard David', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500025998', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q333380', 'gender': ''}]",European Paintings,Painting,The Rest on the Flight into Egypt,,,,,,Artist,,Gerard David,"Netherlandish, Oudewater ca. 1455–1523 Bruges",,"David, Gerard",Netherlandish,1455,1523,,https://www.wikidata.org/wiki/Q333380,http://vocab.getty.edu/page/ulan/500025998,ca. 1512–15,1512,1515,Oil on wood,21 in. × 15 11/16 in. (53.3 × 39.8 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 53.340107, 'Width': 39.84633}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 6.350013, 'Height': 70.80264, 'Width': 57.467613}}]","The Jules Bache Collection, 1949",,,,,,,,,,,,Paintings,,,2025-06-19T04:50:33.487Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436101,"[{'term': 'Madonna and Child', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000052', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q9309699'}, {'term': 'Virgin Mary', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000032', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q345'}, {'term': 'Jesus', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000087', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q302'}, {'term': 'Nursing', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379905', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q174876'}]",https://www.wikidata.org/wiki/Q19911632,True,605
2025-09-09 12:38:35.914,436532,436532,True,67.187.70a,1967,True,https://images.metmuseum.org/CRDImages/ep/original/DT1502_cropped2.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT1502_cropped2.jpg,[],"[{'constituentID': 161947, 'role': 'Artist', 'name': 'Vincent van Gogh', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500115588', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q5582', 'gender': ''}]",European Paintings,Painting,Self-Portrait with a Straw Hat (obverse: The Potato Peeler),,,,,,Artist,,Vincent van Gogh,"Dutch, Zundert 1853–1890 Auvers-sur-Oise",,"Gogh, Vincent van",Dutch,1853,1890,,https://www.wikidata.org/wiki/Q5582,http://vocab.getty.edu/page/ulan/500115588,1887,1887,1887,Oil on canvas,16 x 12 1/2 in. (40.6 x 31.8 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 40.6, 'Width': 31.8}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 6.0325, 'Height': 52.7051, 'Width': 43.1801}}]","Bequest of Miss Adelaide Milton de Groot (1876-1967), 1967",,,,,,,,,,,,Paintings,,,2025-06-10T04:50:22.027Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436532,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Self-portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300124534', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q192110'}]",https://www.wikidata.org/wiki/Q19911684,True,825
2025-09-09 12:38:37.328,436504,436504,True,11.126.1,1911,True,https://images.metmuseum.org/CRDImages/ep/original/DP-31416-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-31416-001.jpg,['https://images.metmuseum.org/CRDImages/ep/original/DP-19501-002.jpg'],"[{'constituentID': 107703, 'role': 'Artist', 'name': 'Giotto di Bondone', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500010766', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q7814', 'gender': ''}]",European Paintings,Painting,The Adoration of the Magi,,,,,,Artist,,Giotto di Bondone,"Italian, Florentine, 1266/76–1337",,Giotto di Bondone,Italian,1266,1337,,https://www.wikidata.org/wiki/Q7814,http://vocab.getty.edu/page/ulan/500010766,possibly ca. 1320,1315,1325,"Tempera on wood, gold ground",17 3/4 x 17 1/4 in. (45.1 x 43.8 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 45.1, 'Width': 43.8}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 10.16002, 'Height': 60.64262, 'Width': 57.785114}}, {'elementName': 'Glazing', 'elementDescription': None, 'elementMeasurements': {'Height': 47.625095, 'Width': 46.037594}}]","John Stewart Kennedy Fund, 1911",,,,,,,,,,,,Paintings,,,2025-03-18T04:54:17.763Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436504,"[{'term': 'Animals', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300249525', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q729'}, {'term': 'Angels', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379004', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q235113'}, {'term': 'Jesus', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000087', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q302'}, {'term': 'Adoration of the Magi', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000083', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q488841'}]",https://www.wikidata.org/wiki/Q19911414,True,601
2025-09-09 12:38:39.288,437133,437133,True,67.241,1967,False,,,[],"[{'constituentID': 162135, 'role': 'Artist', 'name': 'Claude Monet', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500019484', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q296', 'gender': ''}]",European Paintings,Painting,Garden at Sainte-Adresse,,,,,,Artist,,Claude Monet,"French, Paris 1840–1926 Giverny",,"Monet, Claude",French,1840,1926,,https://www.wikidata.org/wiki/Q296,http://vocab.getty.edu/page/ulan/500019484,1867,1867,1867,Oil on canvas,38 5/8 x 51 1/8 in. (98.1 x 129.9 cm),"[{'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 12.7, 'Height': 133.3503, 'Width': 166.3703}}, {'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 98.1, 'Width': 129.9}}]","Purchase, special contributions and funds given or bequeathed by friends of the Museum, 1967",,,,,,,,,,,,Paintings,,,2025-08-28T04:50:31.84Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/437133,"[{'term': 'Gardens', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300008090', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q1107656'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Seas', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300008694', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q165'}, {'term': 'Boats', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300178749', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q35872'}]",https://www.wikidata.org/wiki/Q432253,True,818
2025-09-09 12:38:40.747,436482,436482,False,87.15.130,1887,True,https://images.metmuseum.org/CRDImages/ep/original/DT1971.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT1971.jpg,[],"[{'constituentID': 161927, 'role': 'Artist', 'name': 'Jean-Léon Gérôme', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500115563', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q212499', 'gender': ''}]",European Paintings,Painting,Prayer in the Mosque,,,,,,Artist,,Jean-Léon Gérôme,"French, Vesoul 1824–1904 Paris",,"Gérôme, Jean-Léon",French,1824,1904,,https://www.wikidata.org/wiki/Q212499,http://vocab.getty.edu/page/ulan/500115563,1871,1871,1871,Oil on canvas,35 x 29 1/2 in. (88.9 x 74.9 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 88.9, 'Width': 74.9}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 13.97, 'Height': 130.8103, 'Width': 118.1102}}, {'elementName': 'Glazing', 'elementDescription': None, 'elementMeasurements': {'Height': 91.75768, 'Width': 78.105156}}]","Catharine Lorillard Wolfe Collection, Bequest of Catharine Lorillard Wolfe, 1887",,,,,,,,,,,,Paintings,,,2025-08-28T04:50:31.84Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436482,"[{'term': 'Arches', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300001062', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q12277'}, {'term': 'Columns', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300001571', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q4817'}, {'term': 'Interiors', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300391239', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2998430'}, {'term': 'Mosques', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300007544', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q32815'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Orientalist', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300055784', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q765606'}]",https://www.wikidata.org/wiki/Q19905195,True,804
2025-09-09 12:38:42.023,437798,437798,False,23.128,1923,True,https://images.metmuseum.org/CRDImages/ep/original/DP287646.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP287646.jpg,[],"[{'constituentID': 162537, 'role': 'Artist', 'name': 'Giovanni Battista Tiepolo', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500018523', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q186202', 'gender': ''}]",European Paintings,"Painting, ceiling decoration",The Glorification of the Barbaro Family,,,,,,Artist,,Giovanni Battista Tiepolo,"Italian, Venice 1696–1770 Madrid",,"Tiepolo, Giovanni Battista",Italian,1696,1770,,https://www.wikidata.org/wiki/Q186202,http://vocab.getty.edu/page/ulan/500018523,ca. 1750,1745,1755,Oil on canvas,"Irregular oval, 96 x 183 3/4 in. (243.8 x 466.7 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 243.8, 'Width': 466.7}}]","Anonymous Gift, in memory of Oliver H. Payne, 1923",,,,,,,,,,,,Paintings,,,2025-01-30T04:54:21.21Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/437798,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Putti', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250465', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q284865'}, {'term': 'Sky', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300263064', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q527'}]",https://www.wikidata.org/wiki/Q19911582,True,642
2025-09-09 12:38:43.489,435739,435739,True,20.155.9,1920,True,https://images.metmuseum.org/CRDImages/ep/original/DP-411-01.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-411-01.jpg,[],"[{'constituentID': 161703, 'role': 'Artist', 'name': 'François Boucher', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500032143', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q180932', 'gender': ''}]",European Paintings,"Painting, overdoor",The Toilette of Venus,,,,,,Artist,,François Boucher,"French, Paris 1703–1770 Paris",,"Boucher, François",French,1703,1770,,https://www.wikidata.org/wiki/Q180932,http://vocab.getty.edu/page/ulan/500032143,1751,1751,1751,Oil on canvas,42 5/8 x 33 1/2 in. (108.3 x 85.1 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 108.3, 'Width': 85.1}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 11.430023, 'Height': 142.87529, 'Width': 119.38024}}]","Bequest of William K. Vanderbilt, 1920",,,,,,,,,,,,Paintings,,,2025-04-19T04:59:33.577Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/435739,"[{'term': 'Female Nudes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300189568', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q40446'}, {'term': 'Venus', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901001064', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q47652'}]",https://www.wikidata.org/wiki/Q19911802,True,631
2025-09-09 12:38:45.370,436121,436121,True,29.100.128,1929,True,https://images.metmuseum.org/CRDImages/ep/original/DP-25460-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-25460-001.jpg,[],"[{'constituentID': 161821, 'role': 'Artist', 'name': 'Edgar Degas', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500115194', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q46373', 'gender': ''}]",European Paintings,Painting,A Woman Seated beside a Vase of Flowers (Madame Paul Valpinçon?),,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,,https://www.wikidata.org/wiki/Q46373,http://vocab.getty.edu/page/ulan/500115194,1865,1865,1865,Oil on canvas,29 x 36 1/2 in. (73.7 x 92.7 cm),"[{'elementName': 'Glazing', 'elementDescription': None, 'elementMeasurements': {'Height': 74.93015, 'Width': 93.66269}}, {'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 73.7, 'Width': 92.7}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 12.065, 'Height': 97.7902, 'Width': 116.2052}}]","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,,2025-04-25T04:58:41.737Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436121,"[{'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}, {'term': 'Pitchers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300194765', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q132397'}]",https://www.wikidata.org/wiki/Q3713914,True,810
2025-09-09 12:38:47.290,436950,436950,False,29.100.51,1929,True,https://images.metmuseum.org/CRDImages/ep/original/DP-17679-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17679-001.jpg,[],"[{'constituentID': 162094, 'role': 'Artist', 'name': 'Edouard Manet', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500010363', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q40599', 'gender': ''}]",European Paintings,Painting,The Dead Christ with Angels,,,,,,Artist,,Edouard Manet,"French, Paris 1832–1883 Paris",,"Manet, Edouard",French,1832,1883,,https://www.wikidata.org/wiki/Q40599,http://vocab.getty.edu/page/ulan/500010363,1864,1864,1864,Oil on canvas,70 5/8 x 59 in. (179.4 x 149.9 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 179.4, 'Width': 149.9}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 8.89, 'Height': 213.3604, 'Width': 181.6104}}]","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,,2025-03-21T04:53:15.447Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436950,"[{'term': 'Snakes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250870', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2102'}, {'term': 'Angels', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379004', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q235113'}, {'term': 'Christ', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000087', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q642420'}]",https://www.wikidata.org/wiki/Q2752079,True,810
2025-09-09 12:38:48.862,437854,437854,True,96.29,1896,True,https://images.metmuseum.org/CRDImages/ep/original/DP-13360-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-13360-001.jpg,[],"[{'constituentID': 162573, 'role': 'Artist', 'name': 'Joseph Mallord William Turner', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500026846', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q159758', 'gender': ''}]",European Paintings,Painting,Whalers,,,,,,Artist,,Joseph Mallord William Turner,"British, London 1775–1851 London",,"Turner, Joseph Mallord William",British,1775,1851,,https://www.wikidata.org/wiki/Q159758,http://vocab.getty.edu/page/ulan/500026846,ca. 1845,1840,1850,Oil on canvas,36 1/8 x 48 1/4 in. (91.8 x 122.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 91.8, 'Width': 122.6}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 10.795, 'Height': 127.0003, 'Width': 157.4803}}]","Catharine Lorillard Wolfe Collection, Wolfe Fund, 1896",,,,,,,,,,,,Paintings,,,2025-07-08T04:50:18.61Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/437854,"[{'term': 'Whales', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250157', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q1865281'}, {'term': 'Seascapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300117546', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q158607'}, {'term': 'Boats', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300178749', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q35872'}]",https://www.wikidata.org/wiki/Q19904831,True,808
